representation_name,representation_family,split_name,target_name,threshold,task_type,tensor_dir,x_train_path,x_test_path,y_train_path,y_test_path,x_train_shape,x_test_shape,y_train_shape,y_test_shape,feature_width,sequence_exported,sequence_train_path,sequence_test_path,sequence_train_shape,sequence_test_shape,train_row_count,test_row_count,train_video_count,test_video_count,train_event_count,test_event_count,train_positive_rate,test_positive_rate,uses_labels_for_fit,uses_future_features,fit_scope,pca_width,pca_cache_reused,pca_rebuilt,supervised_selection,video_83_included,exclude_video_83_variant,checksum_manifest_path,leakage_contract_path,verification_status,notes
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_1,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8113, 384]","[2120, 384]",[8113],[2120],384,false,,,,,8113,2120,99,25,770,222,0.09490940719842911,0.10471697896718979,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_1,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7717, 128]","[2020, 128]",[7717],[2020],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_sequence_test.npy,"[7717, 3, 128]","[2020, 3, 128]",7717,2020,99,25,1935,521,0.25074511766433716,0.2579208016395569,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_1,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7915, 75]","[2070, 75]",[7915],[2070],75,false,,,,,7915,2070,99,25,2033,549,0.2568540871143341,0.2652173936367035,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_1,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7915, 512]","[2070, 512]",[7915],[2070],512,false,,,,,7915,2070,99,25,2033,549,0.2568540871143341,0.2652173936367035,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_1,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7915, 384]","[2070, 384]",[7915],[2070],384,false,,,,,7915,2070,99,25,2033,549,0.2568540871143341,0.2652173936367035,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_2,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8104, 128]","[1881, 128]",[8104],[1881],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_sequence_test.npy,"[8104, 3, 128]","[1881, 3, 128]",8104,1881,99,25,1271,330,0.15683613717556,0.17543859779834747,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_2,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8302, 75]","[1931, 75]",[8302],[1931],75,false,,,,,8302,1931,99,25,1335,346,0.1608046293258667,0.179181769490242,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_2,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8302, 512]","[1931, 512]",[8302],[1931],512,false,,,,,8302,1931,99,25,1335,346,0.1608046293258667,0.179181769490242,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_2,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8302, 384]","[1931, 384]",[8302],[1931],384,false,,,,,8302,1931,99,25,1335,346,0.1608046293258667,0.179181769490242,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_2,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8104, 128]","[1881, 128]",[8104],[1881],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_sequence_test.npy,"[8104, 3, 128]","[1881, 3, 128]",8104,1881,99,25,745,192,0.09192991256713867,0.10207336395978928,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_2,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8302, 75]","[1931, 75]",[8302],[1931],75,false,,,,,8302,1931,99,25,787,205,0.09479643404483795,0.10616260766983032,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_2,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8302, 512]","[1931, 512]",[8302],[1931],512,false,,,,,8302,1931,99,25,787,205,0.09479643404483795,0.10616260766983032,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_2,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8302, 384]","[1931, 384]",[8302],[1931],384,false,,,,,8302,1931,99,25,787,205,0.09479643404483795,0.10616260766983032,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_2/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_2,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7906, 128]","[1831, 128]",[7906],[1831],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_sequence_test.npy,"[7906, 3, 128]","[1831, 3, 128]",7906,1831,99,25,1932,524,0.24437136948108673,0.2861824035644531,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_2/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_2,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8104, 75]","[1881, 75]",[8104],[1881],75,false,,,,,8104,1881,99,25,2033,549,0.2508637607097626,0.2918660342693329,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_2/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_2,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8104, 512]","[1881, 512]",[8104],[1881],512,false,,,,,8104,1881,99,25,2033,549,0.2508637607097626,0.2918660342693329,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_2/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
